# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1743796249928000000,1743796262716000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1743796249928000000,1743796262716000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1743796249928000000,1743796262716000000,0
workspaceModel.save.cache.to.file.ms,1743796249928000000,1743796262716000000,0
workspaceModel.load.cache.from.file.ms,1743796249928000000,1743796262716000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1743796249928000000,1743796262716000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1743796249928000000,1743796262716000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1743796249928000000,1743796262716000000,0
workspaceModel.mutableEntityStorage.entities.ms,1743796249928000000,1743796262716000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1743796249928000000,1743796262716000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1743796249928000000,1743796262716000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1743796249928000000,1743796262716000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1743796249928000000,1743796262716000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1743796249928000000,1743796262716000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1743796249928000000,1743796262716000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1743796249928000000,1743796262716000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1743796249928000000,1743796262716000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1743796249928000000,1743796262716000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1743796249928000000,1743796262716000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1743796249928000000,1743796262716000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1743796249928000000,1743796262716000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1743796249928000000,1743796262716000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1743796249928000000,1743796262716000000,2
workspaceModel.mutableEntityStorage.put.entity.ms,1743796249928000000,1743796262716000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1743796249928000000,1743796262716000000,0
NonBlockingReadAction.finalizedExecutionsCount,1743796249928000000,1743796262716000000,15
NonBlockingReadAction.failedExecutionsCount,1743796249928000000,1743796262716000000,0
AWTEventQueue.dispatchTimeTotalNS,1743796249928000000,1743796262716000000,10169551797
NonBlockingReadAction.finalizedExecutionTimeUs,1743796249928000000,1743796262716000000,293859
NonBlockingReadAction.failedExecutionTimeUs,1743796249928000000,1743796262716000000,0
FileNameCache.queries,1743796249928000000,1743796262716000000,25399
FileNameCache.totalMisses,1743796249928000000,1743796262716000000,100
FileNameCache.fastMisses,1743796249928000000,1743796262716000000,179
workspaceModel.updates.ms,1743796249928000000,1743796262716000000,0
workspaceModel.loading.from.cache.ms,1743796249928000000,1743796262716000000,11
workspaceModel.to.snapshot.ms,1743796249928000000,1743796262716000000,0
workspaceModel.replace.project.model.ms,1743796249928000000,1743796262716000000,0
workspaceModel.collect.changes.ms,1743796249928000000,1743796262716000000,0
workspaceModel.loading.total.ms,1743796249928000000,1743796262716000000,18
workspaceModel.updates.precise.ms,1743796249928000000,1743796262716000000,0
workspaceModel.initializing.ms,1743796249928000000,1743796262716000000,0
workspaceModel.update.unloaded.entities.ms,1743796249928000000,1743796262716000000,0
workspaceModel.updates.count,1743796249928000000,1743796262716000000,0
workspaceModel.pre.handlers.ms,1743796249928000000,1743796262716000000,0
workspaceModel.init.bridges.ms,1743796249928000000,1743796262716000000,0
workspaceModel.check.recursive.update.ms,1743796249928000000,1743796262716000000,0
FilePageCache.pageLoads,1743796249928000000,1743796262716000000,280
StorageLockContext.competingThreads.max,1743796249928000000,1743796262716000000,4
FilePageCache.maxRegisteredFiles,1743796249928000000,1743796262716000000,612
FilePageCache.pageFastCacheHits,1743796249928000000,1743796262716000000,11648
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1743796249928000000,1743796262716000000,52445184
DirectByteBufferAllocator.reclaimed,1743796249928000000,1743796262716000000,46
FilePageCache.pageHits,1743796249928000000,1743796262716000000,1446
FilePageCache.uncachedFileAccess,1743796249928000000,1743796262716000000,120
FilePageCache.capacityInBytes,1743796249928000000,1743796262716000000,524288000
FilePageCache.totalPageLoadsUs,1743796249928000000,1743796262716000000,299677
FilePageCache.maxCacheSizeInBytes,1743796249928000000,1743796262716000000,297811968
FilePageCache.disposedBuffers,1743796249928000000,1743796262716000000,280
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1743796249928000000,1743796262716000000,52445184
DirectByteBufferAllocator.hits,1743796249928000000,1743796262716000000,3
StorageLockContext.competingThreads.avg,1743796249928000000,1743796262716000000,0.2916666666666667
FilePageCache.totalPageDisposalsUs,1743796249928000000,1743796262716000000,600
StorageLockContext.competingThreads.90P,1743796249928000000,1743796262716000000,0
DirectByteBufferAllocator.disposed,1743796249928000000,1743796262716000000,234
FilePageCache.pageLoadsAboveSizeThreshold,1743796249928000000,1743796262716000000,0
DirectByteBufferAllocator.misses,1743796249928000000,1743796262716000000,277
