# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
NonBlockingReadAction.finalizedExecutionTimeUs,1743797392933000000,1743797435892000000,171526
AWTEventQueue.dispatchTimeMaxNs,1743797392933000000,1743797435892000000,1002438655
workspaceModel.replace.project.model.ms,1743797392933000000,1743797435892000000,0
workspaceModel.init.bridges.ms,1743797392933000000,1743797435892000000,2
workspaceModel.updates.precise.ms,1743797392933000000,1743797435892000000,9
workspaceModel.check.recursive.update.ms,1743797392933000000,1743797435892000000,0
workspaceModel.update.unloaded.entities.ms,1743797392933000000,1743797435892000000,0
workspaceModel.pre.handlers.ms,1743797392933000000,1743797435892000000,0
workspaceModel.initializing.ms,1743797392933000000,1743797435892000000,2
workspaceModel.to.snapshot.ms,1743797392933000000,1743797435892000000,1
workspaceModel.loading.from.cache.ms,1743797392933000000,1743797435892000000,12
workspaceModel.updates.ms,1743797392933000000,1743797435892000000,74
workspaceModel.collect.changes.ms,1743797392933000000,1743797435892000000,1
workspaceModel.updates.count,1743797392933000000,1743797435892000000,6
workspaceModel.loading.total.ms,1743797392933000000,1743797435892000000,18
FileNameCache.totalMisses,1743797392933000000,1743797435892000000,79173
FileNameCache.fastMisses,1743797392933000000,1743797435892000000,118779
FileNameCache.queries,1743797392933000000,1743797435892000000,2335559
jps.project.serializers.save.ms,1743797392933000000,1743797435892000000,12
workspaceModel.moduleManagerBridge.get.modules.ms,1743797392933000000,1743797435892000000,2
workspaceModel.orphan.listener.update.ms,1743797392933000000,1743797435892000000,3
workspaceModel.moduleBridge.before.changed.ms,1743797392933000000,1743797435892000000,0
jps.facet.change.listener.init.bridge.ms,1743797392933000000,1743797435892000000,1
jps.module.iml.entities.serializer.save.entities.ms,1743797392933000000,1743797435892000000,7
jps.global.handle.changed.events.ms,1743797392933000000,1743797435892000000,0
workspaceModel.global.updates.count,1743797392933000000,1743797435892000000,0
jps.project.serializers.load.ms,1743797392933000000,1743797435892000000,6
jps.global.get.library.ms,1743797392933000000,1743797435892000000,0
jps.artifact.entities.serializer.load.entities.ms,1743797392933000000,1743797435892000000,0
jps.app.storage.content.reader.load.component.ms,1743797392933000000,1743797435892000000,0
jps.global.get.libraries.ms,1743797392933000000,1743797435892000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1743797392933000000,1743797435892000000,45
workspaceModel.mutableEntityStorage.put.entity.ms,1743797392933000000,1743797435892000000,8
jps.facet.change.listener.process.change.events.ms,1743797392933000000,1743797435892000000,1
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1743797392933000000,1743797435892000000,1
workspaceModel.moduleManagerBridge.build.module.graph.ms,1743797392933000000,1743797435892000000,0
jps.modifiable.module.model.bridge.new.module.ms,1743797392933000000,1743797435892000000,24
workspaceModel.load.cache.from.file.ms,1743797392933000000,1743797435892000000,0
jps.save.changed.project.entities.ms,1743797392933000000,1743797435892000000,12
jps.module.iml.entities.serializer.load.entities.ms,1743797392933000000,1743797435892000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1743797392933000000,1743797435892000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1743797392933000000,1743797435892000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1743797392933000000,1743797435892000000,0
jps.apply.loaded.storage.ms,1743797392933000000,1743797435892000000,1034
jps.save.global.entities.ms,1743797392933000000,1743797435892000000,1
jps.modifiable.module.model.bridge.disposing.ms,1743797392933000000,1743797435892000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1743797392933000000,1743797435892000000,7
jps.modifiable.module.model.bridge.renaming.ms,1743797392933000000,1743797435892000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1743797392933000000,1743797435892000000,0
jps.global.handle.before.change.events.ms,1743797392933000000,1743797435892000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1743797392933000000,1743797435892000000,0
jps.modifiable.module.model.bridge.load.module.ms,1743797392933000000,1743797435892000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1743797392933000000,1743797435892000000,2
jps.app.storage.content.writer.save.component.ms,1743797392933000000,1743797435892000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1743797392933000000,1743797435892000000,15
workspaceModel.moduleManagerBridge.create.module.instance.ms,1743797392933000000,1743797435892000000,10
workspaceModel.mutableEntityStorage.has.same.entities.ms,1743797392933000000,1743797435892000000,0
jps.library.entities.serializer.save.entities.ms,1743797392933000000,1743797435892000000,1
workspaceModel.global.apply.state.to.project.ms,1743797392933000000,1743797435892000000,0
jps.storage.jps.conf.reader.load.component.ms,1743797392933000000,1743797435892000000,7
workspaceModel.mutableEntityStorage.remove.entity.ms,1743797392933000000,1743797435892000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1743797392933000000,1743797435892000000,1116
jps.facet.change.listener.before.change.events.ms,1743797392933000000,1743797435892000000,0
workspaceModel.global.updates.ms,1743797392933000000,1743797435892000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1743797392933000000,1743797435892000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1743797392933000000,1743797435892000000,0
jps.load.project.to.empty.storage.ms,1743797392933000000,1743797435892000000,36
jps.global.get.library.by.name.ms,1743797392933000000,1743797435892000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1743797392933000000,1743797435892000000,1
jps.global.initialize.library.bridges.ms,1743797392933000000,1743797435892000000,0
jps.library.entities.serializer.load.entities.ms,1743797392933000000,1743797435892000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1743797392933000000,1743797435892000000,6
workspaceModel.sync.entities.ms,1743797392933000000,1743797435892000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1743797392933000000,1743797435892000000,2
jps.artifact.entities.serializer.save.entities.ms,1743797392933000000,1743797435892000000,0
workspaceModel.mutableEntityStorage.entities.ms,1743797392933000000,1743797435892000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1743797392933000000,1743797435892000000,0
workspaceModel.moduleBridge.update.option.ms,1743797392933000000,1743797435892000000,0
jps.reload.project.entities.ms,1743797392933000000,1743797435892000000,0
workspaceModel.save.cache.to.file.ms,1743797392933000000,1743797435892000000,38
workspaceModel.mutableEntityStorage.collect.changes.ms,1743797392933000000,1743797435892000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1743797392933000000,1743797435892000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1743797392933000000,1743797435892000000,0
jps.load.initial.state.ms,1743797392933000000,1743797435892000000,1
jps.global.initialize.library.bridges.after.loading.ms,1743797392933000000,1743797435892000000,0
JVM.usedHeapBytes,1743797392933000000,1743797435892000000,450584576
OS.loadAverage,1743797392933000000,1743797435892000000,2.45458984375
JVM.maxNativeBytes,1743797392933000000,1743797435892000000,-1
JVM.usedNativeBytes,1743797392933000000,1743797435892000000,399671200
JVM.maxHeapBytes,1743797392933000000,1743797435892000000,2147483648
JVM.totalCpuTimeMs,1743797392933000000,1743797435892000000,35392
JVM.GC.collectionTimesMs,1743797392933000000,1743797435892000000,100
JVM.GC.collections,1743797392933000000,1743797435892000000,28
JVM.threadCount,1743797392933000000,1743797435892000000,130
