# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.global.apply.state.to.project.ms,1743796712636000000,1743796730096000000,2
jps.global.get.library.by.name.ms,1743796712636000000,1743796730096000000,0
jps.library.entities.serializer.load.entities.ms,1743796712636000000,1743796730096000000,8
workspaceModel.moduleManagerBridge.load.all.modules.ms,1743796712636000000,1743796730096000000,32
workspaceModel.mutableEntityStorage.replace.by.source.ms,1743796712636000000,1743796730096000000,10
jps.app.storage.content.reader.load.component.ms,1743796712636000000,1743796730096000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1743796712636000000,1743796730096000000,0
jps.module.iml.entities.serializer.load.entities.ms,1743796712636000000,1743796730096000000,38
jps.artifact.entities.serializer.load.entities.ms,1743796712636000000,1743796730096000000,0
workspaceModel.save.cache.to.file.ms,1743796712636000000,1743796730096000000,36
jps.save.changed.project.entities.ms,1743796712636000000,1743796730096000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1743796712636000000,1743796730096000000,0
jps.save.global.entities.ms,1743796712636000000,1743796730096000000,0
OS.loadAverage,1743796712636000000,1743796730096000000,5.24755859375
JVM.GC.collectionTimesMs,1743796712636000000,1743796730096000000,77
JVM.usedNativeBytes,1743796712636000000,1743796730096000000,309216616
JVM.totalCpuTimeMs,1743796712636000000,1743796730096000000,25582
JVM.threadCount,1743796712636000000,1743796730096000000,126
JVM.GC.collections,1743796712636000000,1743796730096000000,25
JVM.maxHeapBytes,1743796712636000000,1743796730096000000,2147483648
JVM.usedHeapBytes,1743796712636000000,1743796730096000000,592609440
JVM.maxNativeBytes,1743796712636000000,1743796730096000000,-1
DirectByteBufferAllocator.hits,1743796712636000000,1743796730096000000,16
FilePageCache.uncachedFileAccess,1743796712636000000,1743796730096000000,168
FilePageCache.pageLoadsAboveSizeThreshold,1743796712636000000,1743796730096000000,0
FilePageCache.maxRegisteredFiles,1743796712636000000,1743796730096000000,669
DirectByteBufferAllocator.disposed,1743796712636000000,1743796730096000000,207
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1743796712636000000,1743796730096000000,52469760
FilePageCache.maxCacheSizeInBytes,1743796712636000000,1743796730096000000,277913600
StorageLockContext.competingThreads.max,1743796712636000000,1743796730096000000,6
DirectByteBufferAllocator.reclaimed,1743796712636000000,1743796730096000000,62
FilePageCache.pageLoads,1743796712636000000,1743796730096000000,277
StorageLockContext.competingThreads.90P,1743796712636000000,1743796730096000000,0
FilePageCache.pageHits,1743796712636000000,1743796730096000000,0
FilePageCache.disposedBuffers,1743796712636000000,1743796730096000000,269
StorageLockContext.competingThreads.avg,1743796712636000000,1743796730096000000,0.18181818181818182
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1743796712636000000,1743796730096000000,60858368
DirectByteBufferAllocator.misses,1743796712636000000,1743796730096000000,261
FilePageCache.totalPageLoadsUs,1743796712636000000,1743796730096000000,187442
FilePageCache.totalPageDisposalsUs,1743796712636000000,1743796730096000000,442
FilePageCache.capacityInBytes,1743796712636000000,1743796730096000000,524288000
FilePageCache.pageFastCacheHits,1743796712636000000,1743796730096000000,160794
FileNameCache.fastMisses,1743796712636000000,1743796730096000000,67656
FileNameCache.totalMisses,1743796712636000000,1743796730096000000,44845
FileNameCache.queries,1743796712636000000,1743796730096000000,1475386
