# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.global.handle.changed.events.ms,1743797289715000000,1743797303526000000,0
jps.global.get.library.ms,1743797289715000000,1743797303526000000,0
workspaceModel.mutableEntityStorage.entities.ms,1743797289715000000,1743797303526000000,0
workspaceModel.load.cache.from.file.ms,1743797289715000000,1743797303526000000,65
jps.facet.change.listener.process.change.events.ms,1743797289715000000,1743797303526000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1743797289715000000,1743797303526000000,0
jps.project.serializers.load.ms,1743797289715000000,1743797303526000000,35
workspaceModel.moduleBridgeLoader.loading.modules.ms,1743797289715000000,1743797303526000000,211
workspaceModel.moduleManagerBridge.load.all.modules.ms,1743797289715000000,1743797303526000000,28
workspaceModel.moduleManagerBridge.create.module.instance.ms,1743797289715000000,1743797303526000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1743797289715000000,1743797303526000000,0
jps.facet.change.listener.before.change.events.ms,1743797289715000000,1743797303526000000,0
jps.save.global.entities.ms,1743797289715000000,1743797303526000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1743797289715000000,1743797303526000000,0
jps.app.storage.content.writer.save.component.ms,1743797289715000000,1743797303526000000,0
jps.global.initialize.library.bridges.ms,1743797289715000000,1743797303526000000,6
workspaceModel.sync.entities.ms,1743797289715000000,1743797303526000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1743797289715000000,1743797303526000000,0
workspaceModel.global.apply.state.to.project.ms,1743797289715000000,1743797303526000000,2
workspaceModel.moduleManagerBridge.get.modules.ms,1743797289715000000,1743797303526000000,0
workspaceModel.moduleBridge.before.changed.ms,1743797289715000000,1743797303526000000,0
jps.storage.jps.conf.reader.load.component.ms,1743797289715000000,1743797303526000000,21
jps.module.iml.entities.serializer.load.entities.ms,1743797289715000000,1743797303526000000,43
jps.library.entities.serializer.load.entities.ms,1743797289715000000,1743797303526000000,11
jps.save.changed.project.entities.ms,1743797289715000000,1743797303526000000,0
jps.apply.loaded.storage.ms,1743797289715000000,1743797303526000000,602
workspaceModel.mutableEntityStorage.add.entity.ms,1743797289715000000,1743797303526000000,40
jps.library.entities.serializer.save.entities.ms,1743797289715000000,1743797303526000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1743797289715000000,1743797303526000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1743797289715000000,1743797303526000000,0
jps.facet.change.listener.init.bridge.ms,1743797289715000000,1743797303526000000,0
workspaceModel.global.updates.ms,1743797289715000000,1743797303526000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1743797289715000000,1743797303526000000,8
jps.global.get.library.by.name.ms,1743797289715000000,1743797303526000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1743797289715000000,1743797303526000000,1
workspaceModel.moduleManagerBridge.build.module.graph.ms,1743797289715000000,1743797303526000000,2
jps.artifact.entities.serializer.load.entities.ms,1743797289715000000,1743797303526000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1743797289715000000,1743797303526000000,665
jps.module.iml.entities.serializer.save.entities.ms,1743797289715000000,1743797303526000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1743797289715000000,1743797303526000000,0
jps.reload.project.entities.ms,1743797289715000000,1743797303526000000,0
jps.app.storage.content.reader.load.component.ms,1743797289715000000,1743797303526000000,0
jps.project.serializers.save.ms,1743797289715000000,1743797303526000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1743797289715000000,1743797303526000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1743797289715000000,1743797303526000000,1
jps.global.handle.before.change.events.ms,1743797289715000000,1743797303526000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1743797289715000000,1743797303526000000,6
FileNameCache.totalMisses,1743797289715000000,1743797303526000000,44817
FileNameCache.queries,1743797289715000000,1743797303526000000,1476999
FileNameCache.fastMisses,1743797289715000000,1743797303526000000,67844
NonBlockingReadAction.failedExecutionTimeUs,1743797289715000000,1743797303526000000,16706
NonBlockingReadAction.finalizedExecutionTimeUs,1743797289715000000,1743797303526000000,590889
NonBlockingReadAction.failedExecutionsCount,1743797289715000000,1743797303526000000,3
AWTEventQueue.dispatchTimeTotalNS,1743797289715000000,1743797303526000000,3338235418
NonBlockingReadAction.finalizedExecutionsCount,1743797289715000000,1743797303526000000,25
DirectByteBufferAllocator.reclaimed,1743797289715000000,1743797303526000000,62
StorageLockContext.competingThreads.max,1743797289715000000,1743797303526000000,0
DirectByteBufferAllocator.disposed,1743797289715000000,1743797303526000000,215
DirectByteBufferAllocator.hits,1743797289715000000,1743797303526000000,16
FilePageCache.uncachedFileAccess,1743797289715000000,1743797303526000000,168
FilePageCache.pageLoads,1743797289715000000,1743797303526000000,277
FilePageCache.disposedBuffers,1743797289715000000,1743797303526000000,277
FilePageCache.totalPageDisposalsUs,1743797289715000000,1743797303526000000,434
FilePageCache.capacityInBytes,1743797289715000000,1743797303526000000,524288000
FilePageCache.pageLoadsAboveSizeThreshold,1743797289715000000,1743797303526000000,0
FilePageCache.maxCacheSizeInBytes,1743797289715000000,1743797303526000000,277913600
FilePageCache.pageFastCacheHits,1743797289715000000,1743797303526000000,161283
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1743797289715000000,1743797303526000000,52469760
StorageLockContext.competingThreads.90P,1743797289715000000,1743797303526000000,0
FilePageCache.totalPageLoadsUs,1743797289715000000,1743797303526000000,144182
DirectByteBufferAllocator.misses,1743797289715000000,1743797303526000000,261
StorageLockContext.competingThreads.avg,1743797289715000000,1743797303526000000,0.0
FilePageCache.maxRegisteredFiles,1743797289715000000,1743797303526000000,669
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1743797289715000000,1743797303526000000,52469760
FilePageCache.pageHits,1743797289715000000,1743797303526000000,0
Indexes.entries.lookupDurationAvgMs,1743797289715000000,1743797303526000000,13.833333333333334
Indexes.allKeys.lookupDurationAvgMs,1743797289715000000,1743797303526000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1743797289715000000,1743797303526000000,0.0
Indexes.allKeys.lookups,1743797289715000000,1743797303526000000,0.0
Indexes.entries.lookupDurationMaxMs,1743797289715000000,1743797303526000000,22.0
Indexes.stubs.lookupDuration90PMs,1743797289715000000,1743797303526000000,0.0
Indexes.stubs.lookupDurationMaxMs,1743797289715000000,1743797303526000000,0.0
Indexes.allKeys.lookupDuration90PMs,1743797289715000000,1743797303526000000,0.0
Indexes.stubs.lookupDurationAvgMs,1743797289715000000,1743797303526000000,0.0
Indexes.entries.lookups,1743797289715000000,1743797303526000000,6.0
Indexes.entries.lookupDuration90PMs,1743797289715000000,1743797303526000000,22.0
Indexes.stubs.lookups,1743797289715000000,1743797303526000000,0.0
